id_rating,book_id,user_id,rating
508,248147,351,5
509,248147,225,5
510,248147,302,5
511,248147,623,5
512,248147,312,5
513,248147,1029,5
514,248147,308,5
515,248147,1078,5
516,248147,143,5
517,248147,363,5
518,248147,951,5
519,248147,368,5
520,248147,767,5
521,248147,1016,5
522,248147,425,5
523,248147,878,5
524,248147,289,5
525,248147,424,5
526,248147,419,5
527,248147,1077,5
528,248147,421,5
529,248147,946,5
530,248147,784,5
531,248147,73,5
532,248147,1028,5
533,248147,238,5
534,248147,745,5
535,248147,416,5
536,248147,365,5
537,248147,945,5
538,248147,943,5
539,248147,88,5
540,248147,388,5
541,248147,846,5
542,248147,366,5
543,248147,316,5
544,248147,180,5
545,248147,861,5
546,248147,317,5
547,248147,40,5
548,248147,494,5
549,248147,591,5
550,248147,846,5
551,248147,914,5
552,248147,339,5
553,248147,462,5
554,248147,719,5
555,248147,315,5
556,248147,516,5
557,248147,997,5
558,248147,498,5
559,248147,921,5
560,248147,479,5
561,248147,110,5
562,248147,945,5
563,248147,600,5
564,248147,1014,5
565,248147,354,5
566,248147,51,5
567,248147,440,5
568,248147,186,5
569,248147,856,5
570,248147,437,5
571,248147,392,5
572,248147,900,5
573,248147,535,5
574,248147,329,5
575,248147,867,5
576,248147,238,5
577,248147,380,5
578,248147,684,5
579,248147,326,5
580,248147,38,5
581,248147,668,5
582,248147,56,5
583,248147,49,5
584,248147,873,5
585,248147,976,5
586,248147,560,5
587,248147,755,5
588,248147,233,5
589,248147,871,5
590,248147,834,5
591,248147,615,5
592,248147,138,5
593,248147,588,5
594,248147,745,5
595,248147,396,5
596,248147,569,5
597,248147,552,5
598,248147,897,5
599,248147,809,5
600,248147,690,5
601,248147,705,5
602,248147,790,5
603,248147,987,5
604,248147,984,5
605,248147,661,5
606,248147,447,5
607,248147,1030,5
608,248147,103,5
609,248147,105,5
610,248147,726,5
611,248147,6,5
612,248147,944,5
613,248147,248,5
614,248147,492,5
615,248147,976,5
616,248147,33,5
617,248147,504,5
618,248147,146,5
619,248147,555,5
620,248147,91,5
621,248147,1017,5
622,248147,420,5
623,248147,462,5
624,248147,150,5
625,248147,836,5
626,248147,420,5
627,248147,172,5
628,248147,254,5
629,248147,48,5
630,248147,993,5
631,248147,1081,5
632,248147,506,5
633,248147,726,5
634,248147,265,5
635,248147,612,5
636,248147,997,5
637,248147,1008,5
638,248147,294,5
639,248147,932,5
640,248147,705,5
641,248147,57,5
642,248147,822,5
643,248147,2,5
644,248147,210,5
645,248147,788,5
646,248147,367,5
647,248147,319,5
648,248147,279,5
649,248147,854,5
650,248147,953,5
651,248147,628,5
652,248147,1028,5
653,248147,319,5
654,248147,298,5
655,248147,58,5
656,248147,854,5
657,248147,327,5
658,246270,2141,5
659,246270,507,5
660,246270,2319,5
661,246270,144,5
662,246270,815,5
663,246270,749,5
664,246270,678,5
665,246270,1850,5
666,246270,1180,5
667,246270,938,5
668,246270,1002,5
669,246270,1834,5
670,246270,176,5
671,246270,1073,5
672,246270,1067,5
673,246270,1929,5
674,246270,1248,5
675,246270,1408,5
676,246270,2473,5
677,246270,133,5
678,246270,614,5
679,246270,1078,5
680,246270,496,5
681,246270,2263,5
682,246270,1248,5
683,246270,319,5
684,246270,1647,5
685,246270,122,5
686,246270,1001,5
687,246270,2183,5
688,246270,344,5
689,246270,1552,5
690,246270,2122,5
691,246270,1020,5
692,246270,485,5
693,246270,1282,5
694,246270,2393,5
695,246270,1456,5
696,246270,1289,5
697,246270,416,5
698,246270,396,5
699,246270,2445,5
700,246270,1760,5
701,246270,1758,5
702,246270,514,5
703,246270,2156,5
704,246270,843,5
705,246270,1396,5
706,246270,888,5
707,246270,1564,5
708,246270,1085,5
709,246270,895,5
710,246270,1669,5
711,246270,351,5
712,246270,570,5
713,246270,1808,5
714,246270,274,5
715,246270,1541,5
716,246270,976,5
717,246270,2289,5
718,246270,454,5
719,246270,1294,5
720,246270,2036,5
721,246270,1850,5
722,246270,2376,5
723,246270,2244,5
724,246270,737,5
725,246270,1709,5
726,246270,1868,5
727,246270,1919,5
728,246270,1284,5
729,246270,1253,5
730,246270,1522,5
731,246270,497,5
732,246270,882,5
733,246270,1868,5
734,246270,1731,5
735,246270,595,5
736,246270,536,5
737,246270,2307,5
738,246270,1103,5
739,246270,1611,5
740,246270,468,5
741,246270,2107,5
742,246270,2065,5
743,246270,1143,5
744,246270,316,5
745,246270,1851,5
746,246270,880,5
747,246270,979,5
748,246270,1111,5
749,246270,2146,5
750,246270,263,5
751,246270,1391,5
752,246270,1182,5
753,246270,2420,5
754,246270,1005,5
755,246270,1722,5
756,246270,2211,5
757,246270,1629,5
758,246270,1398,5
759,246270,1977,5
760,246270,195,5
761,246270,2039,5
762,246270,938,5
763,246270,308,5
764,246270,811,5
765,246270,318,5
766,246270,1462,5
767,246270,1975,5
768,246270,2325,5
769,246270,617,5
770,246270,678,5
771,246270,668,5
772,246270,970,5
773,246270,2063,5
774,246270,1686,5
775,246270,841,5
776,246270,2160,5
777,246270,1589,5
778,246270,2423,5
779,246270,1912,5
780,246270,2118,5
781,246270,559,5
782,246270,2481,5
783,246270,1823,5
784,246270,2070,5
785,246270,500,5
786,246270,227,5
787,246270,2174,5
788,246270,1644,5
789,246270,1400,5
790,246270,69,5
791,246270,1340,5
792,246270,558,5
793,246270,2402,5
794,246270,2127,5
795,246270,243,5
796,246270,1703,5
797,246270,1684,5
798,246270,1015,5
799,246270,2210,5
800,246270,1692,5
801,246270,1198,5
802,246270,2484,5
803,246270,9,5
804,246270,1555,5
805,246270,523,5
806,246270,537,5
807,246270,690,5
808,246270,1195,5
809,246270,1914,5
810,246270,1651,5
811,246270,386,5
812,246270,2354,5
813,246270,706,5
814,246270,2390,5
815,246270,989,5
816,246270,1111,5
817,246270,1924,5
818,246270,1554,5
819,246270,392,5
820,246270,2404,5
821,246270,1833,5
822,246270,534,5
823,246270,2257,5
824,246270,2414,5
825,246270,1769,5
826,246270,2004,5
827,246270,748,5
828,246270,2373,5
829,246270,1215,5
830,246270,2243,5
831,246270,0,5
832,246270,2001,5
833,246270,1251,5
834,246270,1629,5
835,246270,2051,5
836,246270,1891,5
837,246270,1500,5
838,246270,993,5
839,246270,1792,5
840,246270,1567,5
841,246270,226,5
842,246270,136,5
843,246270,1183,5
844,246270,324,5
845,246270,648,5
846,246270,1198,5
847,246270,2360,5
848,246270,475,5
849,246270,2313,5
850,246270,1151,5
851,246270,753,5
852,246270,900,5
853,246270,2155,5
854,246270,2075,5
855,246270,180,5
856,246270,1715,5
857,246270,223,5
858,246270,860,5
859,246270,2177,5
860,246270,315,5
861,246270,2150,5
862,246270,1486,5
863,246270,531,5
864,246270,909,5
865,246270,698,5
866,246270,1482,5
867,246270,1276,5
868,246270,2124,5
869,246270,2033,5
870,246270,443,5
871,246270,351,5
872,246270,1022,5
873,246270,2483,5
874,246270,1625,5
875,246270,2244,5
876,246270,1360,5
877,246270,1738,5
878,246270,580,5
879,246270,349,5
880,246270,1918,5
881,246270,2066,5
882,246270,1841,5
883,246270,994,5
884,246270,2331,5
885,246270,231,5
886,246270,1705,5
887,246270,488,5
888,246270,1343,5
889,246270,1071,5
890,246270,25,5
891,246270,1290,5
892,246270,1182,5
893,246270,2286,5
894,246270,1579,5
895,246270,1694,5
896,246270,1219,5
897,246270,1586,5
898,246270,2009,5
899,246270,170,5
900,246270,2177,5
901,246270,1549,5
902,246270,1005,5
903,246270,2099,5
904,246270,848,5
905,246270,922,5
906,246270,1915,5
907,246270,347,5
908,246270,640,5
909,246270,255,5
910,246270,2397,5
911,246270,2330,5
912,246270,1541,5
913,246270,2161,5
914,246270,1128,5
915,246270,290,5
916,246270,700,5
917,246270,1556,5
918,246270,542,5
919,246270,273,5
920,246270,1868,5
921,246270,1797,5
922,246270,1623,5
923,246270,1709,5
924,246270,992,5
925,246270,1168,5
926,246270,1310,5
927,246270,814,5
928,246270,1814,5
929,246270,1477,5
930,246270,2451,5
931,246270,1044,5
932,246270,338,5
933,246270,2330,5
934,246270,10,5
935,246270,1797,5
936,246270,1718,5
937,246270,1958,5
938,246270,2131,5
939,246270,802,5
940,246270,1007,5
941,246270,1231,5
942,246270,2104,5
943,246270,2458,5
944,246270,2207,5
945,246270,2005,5
946,246270,1235,5
947,246270,2466,5
948,246270,1976,5
949,246270,315,5
950,246270,1823,5
951,246270,21,5
952,246270,1436,5
953,246270,1863,5
954,246270,912,5
955,246270,1561,5
956,246270,213,5
957,246270,845,5
958,246270,1201,5
959,246270,1653,5
960,246270,782,5
961,246270,1553,5
962,246270,1791,5
963,246270,1076,5
964,246270,388,5
965,246270,2378,5
966,246270,903,5
967,246270,1989,5
968,246270,1544,5
969,246270,662,5
970,246270,2289,5
971,246270,761,5
972,246270,236,5
973,246270,1502,5
974,246270,229,5
975,246270,601,5
976,246270,1826,5
977,246270,1744,5
978,246270,946,5
979,246270,191,5
980,246270,92,5
981,246270,1749,5
982,246270,2403,5
983,246270,1501,5
984,246270,1159,5
985,246270,2200,5
986,246270,188,5
987,246270,578,5
988,246270,2069,5
989,246270,363,5
990,246270,1293,5
991,246270,1221,5
992,246270,1125,5
993,246270,1543,5
994,246270,1918,5
995,246270,1558,5
996,246270,1712,5
997,249579,2422,5
998,249579,14,5
999,249579,554,5
1000,249579,2297,5
1001,249579,3812,5
1002,249579,2107,5
1003,249579,2303,5
1004,249579,476,5
1005,249579,920,5
1006,249579,2954,5
1007,249579,3138,5
1008,249579,3284,5
1009,249579,988,5
1010,249579,942,5
1011,249579,3727,5
1012,249579,2018,5
1013,249579,2227,5
1014,249579,538,5
1015,249579,1659,5
1016,249579,402,5
1017,249579,3562,5
1018,249579,1899,5
1019,249579,21,5
1020,249579,3156,5
1021,249579,2123,5
1022,249579,1660,5
1023,249579,3717,5
1024,249579,3865,5
1025,249579,196,5
1026,249579,2996,5
1027,249579,3882,5
1028,249579,488,5
1029,249579,3705,5
1030,249579,1480,5
1031,249579,730,5
1032,249579,2895,5
1033,249579,3940,5
1034,249579,3637,5
1035,249579,2647,5
1036,249579,821,5
1037,249579,3909,5
1038,249579,1299,5
1039,249579,3724,5
1040,249579,12,5
1041,249579,3245,5
1042,249579,978,5
1043,249579,772,5
1044,249579,1984,5
1045,249579,10,5
1046,249579,371,5
1047,249579,2539,5
1048,249579,1871,5
1049,249579,1828,5
1050,249579,1303,5
1051,249579,2341,5
1052,249579,2336,5
1053,249579,2076,5
1054,249579,2006,5
1055,249579,913,5
1056,249579,504,5
1057,249579,1979,5
1058,249579,2312,5
1059,249579,3034,5
1060,249579,2878,5
1061,249579,3388,5
1062,249579,195,5
1063,249579,2487,5
1064,249579,2216,5
1065,249579,151,5
1066,249579,934,5
1067,249579,277,5
1068,249579,2746,5
1069,249579,2423,5
1070,249579,3627,5
1071,249579,1652,5
1072,249579,2095,5
1073,249579,184,5
1074,249579,793,5
1075,249579,2132,5
1076,249579,3726,5
1077,249579,2214,5
1078,249579,3631,5
1079,249579,3560,5
1080,249579,629,5
1081,249579,3572,5
1082,249579,665,5
1083,249579,369,5
1084,249579,3926,5
1085,249579,1339,5
1086,249579,3318,5
1087,249579,1568,5
1088,249579,3380,5
1089,249579,1941,5
1090,249579,2199,5
1091,249579,1296,5
1092,249579,1825,5
1093,249579,1249,5
1094,249579,1328,5
1095,249579,1498,5
1096,249579,1321,5
1097,249579,3455,5
1098,249579,1325,5
1099,249579,1268,5
1100,249579,2454,5
1101,249579,2998,5
1102,249579,568,5
1103,249579,70,5
1104,249579,1048,5
1105,249579,1650,5
1106,249579,1461,5
1107,249579,2774,5
1108,249579,2048,5
1109,249579,592,5
1110,249579,3321,5
1111,249579,3206,5
1112,249579,2670,5
1113,249579,1769,5
1114,249579,2086,5
1115,249579,1565,5
1116,249579,1335,5
1117,249579,412,5
1118,249579,1516,5
1119,249579,1882,5
1120,249579,135,5
1121,249579,3765,5
1122,249579,22,5
1123,249579,3461,5
1124,249579,1087,5
1125,249579,2678,5
1126,249579,2662,5
1127,249579,1286,5
1128,249579,3715,5
1129,249579,806,5
1130,249579,2179,5
1131,249579,3720,5
1132,249579,1895,5
1133,249579,2559,5
1134,249579,2547,5
1135,249579,2759,5
1136,249579,383,5
1137,249579,2853,5
1138,249579,404,5
1139,249579,3072,5
1140,249579,3625,5
1141,249579,2620,5
1142,249579,2687,5
1143,249579,3630,5
1144,249579,3720,5
1145,249579,1929,5
1146,249579,1637,5
1147,249579,337,5
1148,249579,3801,5
1149,249579,581,5
1150,249579,2521,5
1151,249579,318,5
1152,249579,1237,5
1153,249579,3180,5
1154,249579,1440,5
1155,249579,1345,5
1156,249579,3110,5
1157,249579,1390,5
1158,249579,3425,5
1159,249579,2324,5
1160,249579,245,5
1161,249579,1002,5
1162,249579,1347,5
1163,249579,581,5
1164,249579,2582,5
1165,246187,1039,5
1166,246187,1263,5
1167,246187,844,5
1168,246187,822,5
1169,246187,1004,5
1170,246187,1662,5
1171,246187,1949,5
1172,246187,1080,5
1173,246187,1900,5
1174,246187,629,5
1175,246187,1287,5
1176,246187,188,5
1177,246187,918,5
1178,246187,1818,5
1179,246187,1819,5
1180,246187,964,5
1181,246187,1497,5
1182,246187,1576,5
1183,246187,1181,5
1184,246187,878,5
1185,246187,183,5
1186,246187,547,5
1187,246187,1660,5
1188,246187,498,5
1189,246187,186,5
1190,246187,1517,5
1191,246187,1298,5
1192,246187,292,5
1193,246187,1391,5
1194,246187,96,5
1195,246187,1083,5
1196,246187,2011,5
1197,246187,319,5
1198,246187,1731,5
1199,246187,302,5
1200,246187,1999,5
1201,246187,1689,5
1202,246187,1082,5
1203,246187,782,5
1204,246187,1988,5
1205,246187,1300,5
1206,246187,1371,5
1207,246187,597,5
1208,246187,1165,5
1209,246187,1463,5
1210,246187,1582,5
1211,246187,1577,5
1212,246187,306,5
1213,246187,1247,5
1214,246187,846,5
1215,246187,620,5
1216,246187,230,5
1217,246187,803,5
1218,246187,1208,5
1219,246187,516,5
1220,246187,836,5
1221,246187,724,5
1222,246187,856,5
1223,246187,118,5
1224,246187,18,5
1225,246187,1785,5
1226,246187,1993,5
1227,246187,958,5
1228,246187,1734,5
1229,246187,504,5
1230,246187,356,5
1231,246187,1082,5
1232,246187,349,5
1233,246187,1505,5
1234,246187,1540,5
1235,246187,1585,5
1236,246187,404,5
1237,246187,1325,5
1238,246187,543,5
1239,246187,1676,5
1240,246187,84,5
1241,246187,294,5
1242,246187,179,5
1243,246187,1148,5
1244,246187,79,5
1245,246187,1210,5
1246,246187,774,5
1247,246187,1288,5
1248,249355,2404,5
1249,249355,66,5
1250,249355,2000,5
1251,249355,2715,5
1252,249355,1570,5
1253,249355,3436,5
1254,249355,3722,5
1255,249355,1579,5
1256,249355,2717,5
1257,249355,1987,5
1258,249355,601,5
1259,249355,3605,5
1260,249355,177,5
1261,249355,893,5
1262,249355,2700,5
1263,249355,359,5
1264,249355,1354,5
1265,249355,2519,5
1266,249355,3043,5
1267,249355,2050,5
1268,249355,1177,5
1269,249355,3709,5
1270,249355,3061,5
1271,249355,1926,5
1272,249355,548,5
1273,249355,3346,5
1274,249355,1802,5
1275,249355,2777,5
1276,249355,3401,5
1277,249355,612,5
1278,249355,3711,5
1279,249355,3327,5
1280,249355,2332,5
1281,249355,2509,5
1282,249355,2245,5
1283,249355,3529,5
1284,249355,1315,5
1285,249355,2383,5
1286,249355,3624,5
1287,249355,2789,5
1288,249355,1338,5
1289,249355,191,5
1290,249355,3343,5
1291,249355,636,5
1292,249355,3470,5
1293,249355,824,5
1294,249355,854,5
1295,249355,1187,5
1296,249355,3105,5
1297,249355,2644,5
1298,249355,3927,5
1299,249355,200,5
1300,249355,3175,5
1301,249355,3454,5
1302,249355,2914,5
1303,249355,2335,5
1304,249355,2002,5
1305,249355,3561,5
1306,249355,3978,5
1307,249355,2527,5
1308,249355,3992,5
1309,249355,991,5
1310,249355,3488,5
1311,249355,2055,5
1312,249355,3366,5
1313,249355,267,5
1314,249355,5,5
1315,249355,2232,5
1316,249355,2456,5
1317,249355,743,5
1318,249355,196,5
1319,249355,1839,5
1320,249355,410,5
1321,249355,475,5
1322,249355,2157,5
1323,249355,1562,5
1324,249355,746,5
1325,249355,175,5
1326,249355,509,5
1327,249355,2056,5
1328,249355,541,5
1329,249355,3905,5
1330,249355,3861,5
1331,249355,3285,5
1332,249355,1485,5
1333,249355,3305,5
1334,249355,1298,5
1335,249355,332,5
1336,249355,888,5
1337,249355,1325,5
1338,249355,4007,5
1339,249355,3621,5
1340,249355,3208,5
1341,249355,316,5
1342,249355,1412,5
1343,249355,1976,5
1344,249355,3476,5
1345,249355,728,5
1346,249355,997,5
1347,249355,3767,5
1348,249355,2911,5
1349,249355,3038,5
1350,249355,3007,5
1351,249355,1791,5
1352,249355,1376,5
1353,249355,249,5
1354,249355,3052,5
1355,249355,3931,5
1356,249355,636,5
1357,249355,3518,5
1358,249355,3107,5
1359,249355,416,5
1360,249355,362,5
1361,249355,2223,5
1362,249355,3827,5
1363,249355,426,5
1364,249355,1120,5
1365,249355,2602,5
1366,249355,1095,5
1367,249355,374,5
1368,249355,1200,5
1369,249355,3533,5
1370,249355,271,5
1371,249355,1593,5
1372,249355,576,5
1373,249355,145,5
1374,249355,2673,5
1375,249355,3914,5
1376,249355,2262,5
1377,249355,1794,5
1378,249355,1893,5
1379,249355,1598,5
1380,249355,1655,5
1381,249355,20,5
1382,249355,104,5
1383,249355,2387,5
1384,249355,3075,5
1385,249355,171,5
1386,249355,3973,5
1387,249355,2192,5
1388,249355,445,5
1389,249355,2459,5
1390,249355,761,5
1391,249355,123,5
1392,249355,1923,5
1393,249355,3632,5
1394,249355,1094,5
1395,249355,1920,5
1396,249355,185,5
1397,249355,1523,5
1398,249355,3168,5
1399,249355,3784,5
1400,249355,213,5
1401,249355,2909,5
1402,249355,2518,5
1403,249355,3815,5
1404,249355,2075,5
1405,249355,1690,5
1406,249355,2989,5
1407,249355,103,5
1408,249355,3276,5
1409,249355,3016,5
1410,249355,1732,5
1411,249355,2736,5
1412,249355,700,5
1413,249355,2095,5
1414,249355,3542,5
1415,249355,755,5
1416,249355,1432,5
